0.000000000000000E+000   1.00000016549964       6.57251437876521
5.837720729812636E-002   1.00000064696170       6.57609320389135
0.116754414596253        1.00000366698892       6.57930477544975
0.174975968050079        1.00000891708689       6.58220566579028
0.233122962494132        1.00002162025222       6.58484287300657
0.291354006426167        1.00003907653962       6.58944933021421
0.349767825205053        1.00006931043209       6.59146389976284
0.408203901539801        1.00010588849007       6.59331237405776
0.466845948929702        1.00016085943342       6.59501300453196
0.525793510281093        1.00022227336714       6.59803333313699
0.584843953884266        1.00030711489839       6.59938099781422
0.644199152482963        1.00039797850385       6.60063778114512
0.703597882742510        1.00051900884708       6.60180788358025
0.763021030463095        1.00064630040798       6.60393096579982
0.822541770896877        1.00081206402866       6.60489766996751
0.882400746404844        1.00098670901809       6.60580552662117
0.942403029843701        1.00121070955399       6.60665785539016
 1.00270076284356        1.00145163218877       6.60822071831198
 1.06346876219503        1.00175475559826       6.60893813393801
 1.12467871954246        1.00208598174935       6.60961859660812
 1.18593634734962        1.00249303015935       6.61026687834628
 1.24739506159786        1.00294994048826       6.61147175375561
 1.30917269599323        1.00350028996589       6.61203505541626
 1.37142317967316        1.00413185028860       6.61257328973676
 1.43421934610192        1.00487579290195       6.61308648199839
 1.49732577077369        1.00573908554683       6.61404276215204
 1.56091551607000        1.00674174043078       6.61448925132444
 1.62539154186251        1.00791124958675       6.61491675102726
 1.69020586174410        1.00923210055412       6.61532528284238
 1.75541647962711        1.01077520238775       6.61609236063278
 1.82094577846685        1.01249959655698       6.61644976659689
 1.88756603144988        1.01451452358367       6.61679135257157
 1.95449998332488        1.01669651118765       6.61711909582877
 2.02169682990423        1.01923999891012       6.61773375798875
 2.08935400433246        1.02196069730908       6.61802309539781
 2.15775049812555        1.02512655961427       6.61830007516762
 2.22678421895047        1.02844391748593       6.61856531290874
 2.29630590898043        1.03225353701543       6.61882006642173
 2.36597739702618        1.03616756572515       6.61930043551757
 2.43594365596859        1.04067583436731       6.61952583894189
 2.50671164300377        1.04524356758862       6.61974149893678
 2.57789806516541        1.05042135257743       6.61994815290897
 2.64919923714963        1.05550207675681       6.62033593512018
 2.71967645441955        1.06115203064625       6.62051753235107
 2.78955818799481        1.06667833580771       6.62069078345747
 2.85932031667280        1.07277687632771       6.62085643176629
 2.92851724565374        1.07865517462591       6.62116618033818
 2.99738441092284        1.08510466864773       6.62131155314143
 3.06579440238921        1.09126810912140       6.62145059205266
 3.13402482771730        1.09805929667931       6.62158354503939
 3.20249060358369        1.10446127423662       6.62171094478307
 3.27051663222997        1.11143646549585       6.62183334040121
 3.33836630043852        1.11802809593454       6.62206496599921
 3.40654521393425        1.12525450112091       6.62217498372310
 3.47515803631812        1.13198316397667       6.62228156748402
 3.54366433944267        1.13930083168923       6.62238501985901
 3.61221191283600        1.14611557949471       6.62248561763679
 3.68113395062486        1.15358287456685       6.62267987288811
 3.75065135076639        1.16049019598119       6.62277408832782
 3.82061867499893        1.16797077091583       6.62286669183541
 3.89035464126217        1.17486043650486       6.62295803416667
 3.96064817144985        1.18232860440984       6.62313799708856
 4.03074287000324        1.18909813820475       6.62322689284212
 4.10066994161593        1.19644619554121       6.62331534900194
 4.17049149164486        1.20308057729698       6.62340354792366
 4.24019432858616        1.21029546300885       6.62357869014274
